CASE_NUMBER,council_member,vote
C14-2021-0008.SH,CM_9,YES
C14-2021-0008.SH,CM_10,YES
C14-2021-0009,Mayor,NO
C14-2021-0009,CM_1,YES
C14-2021-0009,CM_2,NO
C14-2021-0009,CM_3,YES
C14-2021-0009,CM_4,NO
C14-2021-0009,CM_5,YES
C14-2021-0009,CM_6,YES
C14-2021-0009,CM_7,YES
C14-2021-0009,CM_8,YES
C14-2021-0009,CM_9,YES
C14-2021-0009,CM_10,YES
C14-2021-0015,Mayor,YES
C14-2021-0015,CM_1,YES
C14-2021-0015,CM_2,YES
C14-2021-0015,CM_3,YES
C14-2021-0015,CM_4,YES
C14-2021-0015,CM_5,YES
C14-2021-0015,CM_6,YES
C14-2021-0015,CM_7,YES
C14-2021-0015,CM_8,YES
C14-2021-0015,CM_9,YES
C14-2021-0015,CM_10,YES
C14-2021-0017,Mayor,NO
C14-2021-0017,CM_1,NO
C14-2021-0017,CM_2,YES
C14-2021-0017,CM_3,YES
C14-2021-0017,CM_4,YES
C14-2021-0017,CM_5,YES
C14-2021-0017,CM_6,YES
C14-2021-0017,CM_7,YES
C14-2021-0017,CM_8,NO
C14-2021-0017,CM_9,YES
C14-2021-0017,CM_10,YES
C14-2021-0023.SH,Mayor,YES
C14-2021-0023.SH,CM_1,YES
C14-2021-0023.SH,CM_2,YES
C14-2021-0023.SH,CM_3,YES
C14-2021-0023.SH,CM_4,YES
C14-2021-0023.SH,CM_5,YES
C14-2021-0023.SH,CM_6,YES
C14-2021-0023.SH,CM_7,YES
C14-2021-0023.SH,CM_8,YES
C14-2021-0023.SH,CM_9,YES
C14-2021-0023.SH,CM_10,YES
C14-2021-0033,Mayor,YES
C14-2021-0033,CM_1,YES
C14-2021-0033,CM_2,YES
C14-2021-0033,CM_3,YES
C14-2021-0033,CM_4,YES
C14-2021-0033,CM_5,YES
C14-2021-0033,CM_6,NO
C14-2021-0033,CM_7,YES
C14-2021-0033,CM_8,YES
C14-2021-0033,CM_9,YES
C14-2021-0033,CM_10,YES
C14-2021-0037,Mayor,NO
C14-2021-0037,CM_1,YES
C14-2021-0037,CM_2,YES
C14-2021-0037,CM_3,YES
C14-2021-0037,CM_4,NO
C14-2021-0037,CM_5,YES
C14-2021-0037,CM_6,YES
C14-2021-0037,CM_7,YES
C14-2021-0037,CM_8,YES
C14-2021-0037,CM_9,YES
C14-2021-0037,CM_10,YES
C14-2021-0039,Mayor,YES
C14-2021-0039,CM_1,NO
C14-2021-0039,CM_2,NO
C14-2021-0039,CM_3,NO
C14-2021-0039,CM_4,YES
C14-2021-0039,CM_5,YES
C14-2021-0039,CM_6,YES
C14-2021-0039,CM_7,YES
C14-2021-0039,CM_8,YES
C14-2021-0039,CM_9,YES
C14-2021-0039,CM_10,YES
C14-2021-0050,Mayor,YES
C14-2021-0050,CM_1,YES
C14-2021-0050,CM_2,YES
C14-2021-0050,CM_3,YES
C14-2021-0050,CM_4,YES
C14-2021-0050,CM_5,YES
C14-2021-0050,CM_6,YES
C14-2021-0050,CM_7,YES
C14-2021-0050,CM_8,YES
C14-2021-0050,CM_9,YES
C14-2021-0050,CM_10,YES
C14-2021-0055,Mayor,YES
C14-2021-0055,CM_1,YES
C14-2021-0055,CM_2,YES
C14-2021-0055,CM_3,YES
C14-2021-0055,CM_4,YES
C14-2021-0055,CM_5,YES
C14-2021-0055,CM_6,YES
C14-2021-0055,CM_7,YES
C14-2021-0055,CM_8,NO
C14-2021-0055,CM_9,YES
C14-2021-0055,CM_10,YES
C14-2021-0056,Mayor,YES
C14-2021-0056,CM_1,YES
C14-2021-0056,CM_2,YES
C14-2021-0056,CM_3,YES
C14-2021-0056,CM_4,YES
C14-2021-0056,CM_5,YES
C14-2021-0056,CM_6,YES
C14-2021-0056,CM_7,YES
C14-2021-0056,CM_8,YES
C14-2021-0056,CM_9,YES
C14-2021-0056,CM_10,YES
C14-2021-0081,Mayor,YES
C14-2021-0081,CM_1,YES
C14-2021-0081,CM_2,YES
C14-2021-0081,CM_3,YES
C14-2021-0081,CM_4,YES
C14-2021-0081,CM_5,YES
C14-2021-0081,CM_6,YES
C14-2021-0081,CM_7,YES
C14-2021-0081,CM_8,YES
C14-2021-0081,CM_9,YES
C14-2021-0081,CM_10,YES
C14-2021-0082,Mayor,YES
C14-2021-0082,CM_1,YES
C14-2021-0082,CM_2,YES
C14-2021-0082,CM_3,YES
C14-2021-0082,CM_4,YES
C14-2021-0082,CM_5,YES
C14-2021-0082,CM_6,YES
C14-2021-0082,CM_7,YES
C14-2021-0082,CM_8,YES
C14-2021-0082,CM_9,YES
C14-2021-0082,CM_10,YES
C14-2021-0100,Mayor,YES
C14-2021-0100,CM_1,YES
C14-2021-0100,CM_2,YES
C14-2021-0100,CM_3,YES
C14-2021-0100,CM_4,YES
C14-2021-0100,CM_5,YES
C14-2021-0100,CM_6,YES
C14-2021-0100,CM_7,YES
C14-2021-0100,CM_8,YES
C14-2021-0100,CM_9,YES
C14-2021-0100,CM_10,YES
C14-2021-0117,Mayor,YES
C14-2021-0117,CM_1,YES
C14-2021-0117,CM_2,YES
C14-2021-0117,CM_3,YES
C14-2021-0117,CM_4,YES
C14-2021-0117,CM_5,YES
C14-2021-0117,CM_6,YES
C14-2021-0117,CM_7,YES
C14-2021-0117,CM_8,YES
C14-2021-0117,CM_9,YES
C14-2021-0117,CM_10,YES
C14-2021-0119,Mayor,YES
C14-2021-0119,CM_1,YES
C14-2021-0119,CM_2,YES
C14-2021-0119,CM_3,YES
C14-2021-0119,CM_4,YES
C14-2021-0119,CM_5,YES
C14-2021-0119,CM_6,YES
C14-2021-0119,CM_7,YES
C14-2021-0119,CM_8,YES
C14-2021-0119,CM_9,YES
C14-2021-0119,CM_10,YES
C14-2021-0123,Mayor,YES
C14-2021-0123,CM_1,YES
C14-2021-0123,CM_2,YES
C14-2021-0123,CM_3,YES
C14-2021-0123,CM_4,YES
C14-2021-0123,CM_5,YES
C14-2021-0123,CM_6,YES
C14-2021-0123,CM_7,YES
C14-2021-0123,CM_8,YES
C14-2021-0123,CM_9,YES
C14-2021-0123,CM_10,YES
C14-2021-0125,Mayor,YES
C14-2021-0125,CM_1,YES
C14-2021-0125,CM_2,YES
C14-2021-0125,CM_3,YES
C14-2021-0125,CM_4,YES
C14-2021-0125,CM_5,YES
C14-2021-0125,CM_6,YES
C14-2021-0125,CM_7,YES
C14-2021-0125,CM_8,YES
C14-2021-0125,CM_9,YES
C14-2021-0125,CM_10,YES
C14-2021-0127,Mayor,NO
C14-2021-0127,CM_1,YES
C14-2021-0127,CM_2,NO
C14-2021-0127,CM_3,YES
C14-2021-0127,CM_4,YES
C14-2021-0127,CM_5,YES
C14-2021-0127,CM_6,YES
C14-2021-0127,CM_7,YES
C14-2021-0127,CM_8,YES
C14-2021-0127,CM_9,YES
C14-2021-0127,CM_10,YES
C14-2021-0128,Mayor,YES
C14-2021-0128,CM_1,NO
C14-2021-0128,CM_2,YES
C14-2021-0128,CM_3,YES
C14-2021-0128,CM_4,YES
C14-2021-0128,CM_5,YES
C14-2021-0128,CM_6,YES
C14-2021-0128,CM_7,YES
C14-2021-0128,CM_8,YES
C14-2021-0128,CM_9,NO
C14-2021-0128,CM_10,YES
C14-2021-0130,Mayor,YES
C14-2021-0130,CM_1,YES
C14-2021-0130,CM_2,YES
C14-2021-0130,CM_3,YES
C14-2021-0130,CM_4,YES
C14-2021-0130,CM_5,NO
C14-2021-0130,CM_6,YES
C14-2021-0130,CM_7,YES
C14-2021-0130,CM_8,YES
C14-2021-0130,CM_9,YES
C14-2021-0130,CM_10,NO
C14-2021-0136,Mayor,YES
C14-2021-0136,CM_1,YES
C14-2021-0136,CM_2,YES
C14-2021-0136,CM_3,YES
C14-2021-0136,CM_4,YES
C14-2021-0136,CM_5,YES
C14-2021-0136,CM_6,YES
C14-2021-0136,CM_7,YES
C14-2021-0136,CM_8,YES
C14-2021-0136,CM_9,YES
C14-2021-0136,CM_10,YES
C14-2021-0137,Mayor,YES
C14-2021-0137,CM_1,YES
C14-2021-0137,CM_2,YES
C14-2021-0137,CM_3,YES
C14-2021-0137,CM_4,YES
C14-2021-0137,CM_5,YES
C14-2021-0137,CM_6,YES
C14-2021-0137,CM_7,YES
C14-2021-0137,CM_8,YES
C14-2021-0137,CM_9,YES
C14-2021-0137,CM_10,YES
C14-2021-0139,Mayor,YES
C14-2021-0139,CM_1,YES
C14-2021-0139,CM_2,YES
C14-2021-0139,CM_3,YES
C14-2021-0139,CM_4,NO
C14-2021-0139,CM_5,YES
C14-2021-0139,CM_6,YES
C14-2021-0139,CM_7,YES
C14-2021-0139,CM_8,YES
C14-2021-0139,CM_9,YES
C14-2021-0139,CM_10,YES
C14-2021-0141,Mayor,YES
C14-2021-0141,CM_1,NO
C14-2021-0141,CM_2,YES
C14-2021-0141,CM_3,YES
C14-2021-0141,CM_4,YES
C14-2021-0141,CM_5,YES
C14-2021-0141,CM_6,YES
C14-2021-0141,CM_7,YES
C14-2021-0141,CM_8,YES
C14-2021-0141,CM_9,YES
C14-2021-0141,CM_10,YES
C14-2021-0150,Mayor,YES
C14-2021-0150,CM_1,YES
C14-2021-0150,CM_2,YES
C14-2021-0150,CM_3,YES
C14-2021-0150,CM_4,YES
C14-2021-0150,CM_5,YES
C14-2021-0150,CM_6,YES
C14-2021-0150,CM_7,YES
C14-2021-0150,CM_8,YES
C14-2021-0150,CM_9,YES
C14-2021-0150,CM_10,YES
C14-2021-0161,Mayor,YES
C14-2021-0161,CM_1,YES
C14-2021-0161,CM_2,YES
C14-2021-0161,CM_3,YES
C14-2021-0161,CM_4,YES
C14-2021-0161,CM_5,YES
C14-2021-0161,CM_6,YES
C14-2021-0161,CM_7,YES
C14-2021-0161,CM_8,YES
C14-2021-0161,CM_9,YES
C14-2021-0161,CM_10,YES
C14-2021-0183,Mayor,NO
C14-2021-0183,CM_1,YES
C14-2021-0183,CM_2,YES
C14-2021-0183,CM_3,YES
C14-2021-0183,CM_4,YES
C14-2021-0183,CM_5,YES
C14-2021-0183,CM_6,NO
C14-2021-0183,CM_7,NO
C14-2021-0183,CM_8,YES
C14-2021-0183,CM_9,YES
C14-2021-0183,CM_10,YES
C14-2021-0193,Mayor,YES
C14-2021-0193,CM_1,YES
C14-2021-0193,CM_2,YES
C14-2021-0193,CM_3,YES
C14-2021-0193,CM_4,YES
C14-2021-0193,CM_5,YES
C14-2021-0193,CM_6,YES
C14-2021-0193,CM_7,YES
C14-2021-0193,CM_8,YES
C14-2021-0193,CM_9,YES
C14-2021-0193,CM_10,YES
C14H-2021-0164,Mayor,YES
C14H-2021-0164,CM_1,YES
C14H-2021-0164,CM_2,YES
C14H-2021-0164,CM_3,YES
C14H-2021-0164,CM_4,YES
C14H-2021-0164,CM_5,NO
C14H-2021-0164,CM_6,YES
C14H-2021-0164,CM_7,NO
C14H-2021-0164,CM_8,NO
C14H-2021-0164,CM_9,YES
C14H-2021-0164,CM_10,YES
C14-2022-0004,Mayor,YES
C14-2022-0004,CM_1,YES
C14-2022-0004,CM_2,YES
C14-2022-0004,CM_3,YES
C14-2022-0004,CM_4,YES
C14-2022-0004,CM_5,YES
C14-2022-0004,CM_6,YES
C14-2022-0004,CM_7,YES
C14-2022-0004,CM_8,YES
C14-2022-0004,CM_9,YES
C14-2022-0004,CM_10,YES
C14-2022-0008.SH,Mayor,YES
C14-2022-0008.SH,CM_1,YES
C14-2022-0008.SH,CM_2,YES
C14-2022-0008.SH,CM_3,YES
C14-2022-0008.SH,CM_4,YES
C14-2022-0008.SH,CM_5,YES
C14-2022-0008.SH,CM_6,YES
C14-2022-0008.SH,CM_7,YES
C14-2022-0008.SH,CM_8,YES
C14-2022-0008.SH,CM_9,YES
C14-2022-0008.SH,CM_10,YES
C14-2022-0010,Mayor,YES
C14-2022-0010,CM_1,YES
C14-2022-0010,CM_2,YES
C14-2022-0010,CM_3,YES
C14-2022-0010,CM_4,YES
C14-2022-0010,CM_5,YES
C14-2022-0010,CM_6,YES
C14-2022-0010,CM_7,YES
C14-2022-0010,CM_8,YES
C14-2022-0010,CM_9,YES
C14-2022-0010,CM_10,YES
C14-2022-0018.SH,Mayor,YES
C14-2022-0018.SH,CM_1,YES
C14-2022-0018.SH,CM_2,YES
C14-2022-0018.SH,CM_3,YES
C14-2022-0018.SH,CM_4,YES
C14-2022-0018.SH,CM_5,YES
C14-2022-0018.SH,CM_6,YES
C14-2022-0018.SH,CM_7,YES
C14-2022-0018.SH,CM_8,YES
C14-2022-0018.SH,CM_9,YES
C14-2022-0018.SH,CM_10,YES
C14-2022-0033,Mayor,YES
C14-2022-0033,CM_1,YES
C14-2022-0033,CM_2,YES
C14-2022-0033,CM_3,YES
C14-2022-0033,CM_4,YES
C14-2022-0033,CM_5,YES
C14-2022-0033,CM_6,YES
C14-2022-0033,CM_7,YES
C14-2022-0033,CM_8,YES
C14-2022-0033,CM_9,YES
C14-2022-0033,CM_10,YES
C14-2022-0047,Mayor,YES
C14-2022-0047,CM_1,YES
C14-2022-0047,CM_2,YES
C14-2022-0047,CM_3,YES
C14-2022-0047,CM_4,YES
C14-2022-0047,CM_5,YES
C14-2022-0047,CM_6,YES
C14-2022-0047,CM_7,YES
C14-2022-0047,CM_8,YES
C14-2022-0047,CM_9,YES
C14-2022-0047,CM_10,YES
C14-2022-0056,Mayor,YES
C14-2022-0056,CM_1,YES
C14-2022-0056,CM_2,YES
C14-2022-0056,CM_3,YES
C14-2022-0056,CM_4,YES
C14-2022-0056,CM_5,YES
C14-2022-0056,CM_6,YES
C14-2022-0056,CM_7,YES
C14-2022-0056,CM_8,YES
C14-2022-0056,CM_9,YES
C14-2022-0056,CM_10,YES
C14-2022-0067,Mayor,YES
C14-2022-0067,CM_1,YES
C14-2022-0067,CM_2,YES
C14-2022-0067,CM_3,YES
C14-2022-0067,CM_4,YES
C14-2022-0067,CM_5,YES
C14-2022-0067,CM_6,YES
C14-2022-0067,CM_7,YES
C14-2022-0067,CM_8,YES
C14-2022-0067,CM_9,YES
C14-2022-0067,CM_10,YES
C14-2022-0076,Mayor,YES
C14-2022-0076,CM_1,NO
C14-2022-0076,CM_2,YES
C14-2022-0076,CM_3,NO
C14-2022-0076,CM_4,YES
C14-2022-0076,CM_5,YES
C14-2022-0076,CM_6,YES
C14-2022-0076,CM_7,YES
C14-2022-0076,CM_8,YES
C14-2022-0076,CM_9,YES
C14-2022-0076,CM_10,NO
C14-2022-0077,Mayor,YES
C14-2022-0077,CM_1,YES
C14-2022-0077,CM_2,YES
C14-2022-0077,CM_3,YES
C14-2022-0077,CM_4,YES
C14-2022-0077,CM_5,YES
C14-2022-0077,CM_6,YES
C14-2022-0077,CM_7,YES
C14-2022-0077,CM_8,YES
C14-2022-0077,CM_9,YES
C14-2022-0077,CM_10,YES
C14-2022-0084,Mayor,YES
C14-2022-0084,CM_1,YES
C14-2022-0084,CM_2,YES
C14-2022-0084,CM_3,YES
C14-2022-0084,CM_4,YES
C14-2022-0084,CM_5,YES
C14-2022-0084,CM_6,YES
C14-2022-0084,CM_7,YES
C14-2022-0084,CM_8,YES
C14-2022-0084,CM_9,YES
C14-2022-0084,CM_10,YES
C14-2022-0114,Mayor,YES
C14-2022-0114,CM_1,NO
C14-2022-0114,CM_2,YES
C14-2022-0114,CM_3,YES
C14-2022-0114,CM_4,YES
C14-2022-0114,CM_5,NO
C14-2022-0114,CM_6,YES
C14-2022-0114,CM_7,YES
C14-2022-0114,CM_8,YES
C14-2022-0114,CM_9,NO
C14-2022-0114,CM_10,YES
C14-2022-0133,Mayor,YES
C14-2022-0133,CM_1,YES
C14-2022-0133,CM_2,YES
C14-2022-0133,CM_3,YES
C14-2022-0133,CM_4,NO
C14-2022-0133,CM_5,YES
C14-2022-0133,CM_6,YES
C14-2022-0133,CM_7,YES
C14-2022-0133,CM_8,YES
C14-2022-0133,CM_9,YES
C14-2022-0133,CM_10,YES
C14-2022-0150,Mayor,YES
C14-2022-0150,CM_1,YES
C14-2022-0150,CM_2,NO
C14-2022-0150,CM_3,YES
C14-2022-0150,CM_4,YES
C14-2022-0150,CM_5,NO
C14-2022-0150,CM_6,NO
C14-2022-0150,CM_7,YES
C14-2022-0150,CM_8,YES
C14-2022-0150,CM_9,YES
C14-2022-0150,CM_10,YES
C14-2022-0095,Mayor,YES
C14-2022-0095,CM_1,YES
C14-2022-0095,CM_2,YES
C14-2022-0095,CM_3,YES
C14-2022-0095,CM_4,YES
C14-2022-0095,CM_5,YES
C14-2022-0095,CM_6,YES
C14-2022-0095,CM_7,YES
C14-2022-0095,CM_8,YES
C14-2022-0095,CM_9,YES
C14-2022-0095,CM_10,YES
C14-2023-0004,Mayor,YES
C14-2023-0004,CM_1,YES
C14-2023-0004,CM_2,NO
C14-2023-0004,CM_3,YES
C14-2023-0004,CM_4,YES
C14-2023-0004,CM_5,YES
C14-2023-0004,CM_6,YES
C14-2023-0004,CM_7,YES
C14-2023-0004,CM_8,YES
C14-2023-0004,CM_9,YES
C14-2023-0004,CM_10,NO
C14-2023-0006,Mayor,YES
C14-2023-0006,CM_1,YES
C14-2023-0006,CM_2,YES
C14-2023-0006,CM_3,YES
C14-2023-0006,CM_4,NO
C14-2023-0006,CM_5,YES
C14-2023-0006,CM_6,YES
C14-2023-0006,CM_7,YES
C14-2023-0006,CM_8,NO
C14-2023-0006,CM_9,NO
C14-2023-0006,CM_10,YES
C14-2023-0007.SH,Mayor,YES
C14-2023-0007.SH,CM_1,YES
C14-2023-0007.SH,CM_2,YES
C14-2023-0007.SH,CM_3,YES
C14-2023-0007.SH,CM_4,YES
C14-2023-0007.SH,CM_5,YES
C14-2023-0007.SH,CM_6,YES
C14-2023-0007.SH,CM_7,YES
C14-2023-0007.SH,CM_8,YES
C14-2023-0007.SH,CM_9,YES
C14-2023-0007.SH,CM_10,YES
C14-2023-0014,Mayor,YES
C14-2023-0014,CM_1,YES
C14-2023-0014,CM_2,YES
C14-2023-0014,CM_3,YES
C14-2023-0014,CM_4,YES
C14-2023-0014,CM_5,YES
C14-2023-0014,CM_6,YES
C14-2023-0014,CM_7,NO
C14-2023-0014,CM_8,YES
C14-2023-0014,CM_9,YES
C14-2023-0014,CM_10,YES
C14-2023-0032,Mayor,YES
C14-2023-0032,CM_1,YES
C14-2023-0032,CM_2,NO
C14-2023-0032,CM_3,YES
C14-2023-0032,CM_4,YES
C14-2023-0032,CM_5,YES
C14-2023-0032,CM_6,NO
C14-2023-0032,CM_7,YES
C14-2023-0032,CM_8,YES
C14-2023-0032,CM_9,YES
C14-2023-0032,CM_10,YES
C14-2023-0034,Mayor,YES
C14-2023-0034,CM_1,YES
C14-2023-0034,CM_2,YES
C14-2023-0034,CM_3,YES
C14-2023-0034,CM_4,YES
C14-2023-0034,CM_5,YES
C14-2023-0034,CM_6,NO
C14-2023-0034,CM_7,YES
C14-2023-0034,CM_8,YES
C14-2023-0034,CM_9,YES
C14-2023-0034,CM_10,YES
C14-2023-0035,Mayor,YES
C14-2023-0035,CM_1,YES
C14-2023-0035,CM_2,NO
C14-2023-0035,CM_3,YES
C14-2023-0035,CM_4,NO
C14-2023-0035,CM_5,YES
C14-2023-0035,CM_6,YES
C14-2023-0035,CM_7,YES
C14-2023-0035,CM_8,YES
C14-2023-0035,CM_9,YES
C14-2023-0035,CM_10,YES
C14-2023-0077,Mayor,YES
C14-2023-0077,CM_1,YES
C14-2023-0077,CM_2,NO
C14-2023-0077,CM_3,NO
C14-2023-0077,CM_4,YES
C14-2023-0077,CM_5,YES
C14-2023-0077,CM_6,YES
C14-2023-0077,CM_7,NO
C14-2023-0077,CM_8,YES
C14-2023-0077,CM_9,YES
C14-2023-0077,CM_10,YES
C14-2023-0083,Mayor,YES
C14-2023-0083,CM_1,NO
C14-2023-0083,CM_2,YES
C14-2023-0083,CM_3,YES
C14-2023-0083,CM_4,YES
C14-2023-0083,CM_5,YES
C14-2023-0083,CM_6,YES
C14-2023-0083,CM_7,NO
C14-2023-0083,CM_8,YES
C14-2023-0083,CM_9,YES
C14-2023-0083,CM_10,YES
C14-2023-0114,Mayor,YES
C14-2023-0114,CM_1,YES
C14-2023-0114,CM_2,YES
C14-2023-0114,CM_3,YES
C14-2023-0114,CM_4,YES
C14-2023-0114,CM_5,YES
C14-2023-0114,CM_6,YES
C14-2023-0114,CM_7,YES
C14-2023-0114,CM_8,YES
C14-2023-0114,CM_9,YES
C14-2023-0114,CM_10,YES
C14-2023-0119,Mayor,YES
C14-2023-0119,CM_1,YES
C14-2023-0119,CM_2,YES
C14-2023-0119,CM_3,YES
C14-2023-0119,CM_4,YES
C14-2023-0119,CM_5,YES
C14-2023-0119,CM_6,YES
C14-2023-0119,CM_7,YES
C14-2023-0119,CM_8,YES
C14-2023-0119,CM_9,YES
C14-2023-0119,CM_10,YES
C14-2023-0126,Mayor,YES
C14-2023-0126,CM_1,YES
C14-2023-0126,CM_2,YES
C14-2023-0126,CM_3,YES
C14-2023-0126,CM_4,YES
C14-2023-0126,CM_5,YES
C14-2023-0126,CM_6,YES
C14-2023-0126,CM_7,YES
C14-2023-0126,CM_8,YES
C14-2023-0126,CM_9,YES
C14-2023-0126,CM_10,YES
C14-2023-0141.SH,Mayor,YES
C14-2023-0141.SH,CM_1,YES
C14-2023-0141.SH,CM_2,YES
C14-2023-0141.SH,CM_3,YES
C14-2023-0141.SH,CM_4,YES
C14-2023-0141.SH,CM_5,YES
C14-2023-0141.SH,CM_6,YES
C14-2023-0141.SH,CM_7,YES
C14-2023-0141.SH,CM_8,YES
C14-2023-0141.SH,CM_9,YES
C14-2023-0141.SH,CM_10,YES
C14-2023-0153,Mayor,YES
C14-2023-0153,CM_1,YES
C14-2023-0153,CM_2,YES
C14-2023-0153,CM_3,NO
C14-2023-0153,CM_4,YES
C14-2023-0153,CM_5,NO
C14-2023-0153,CM_6,YES
C14-2023-0153,CM_7,YES
C14-2023-0153,CM_8,YES
C14-2023-0153,CM_9,YES
C14-2023-0153,CM_10,NO
C14-2023-0154,Mayor,NO
C14-2023-0154,CM_1,YES
C14-2023-0154,CM_2,NO
C14-2023-0154,CM_3,YES
C14-2023-0154,CM_4,YES
C14-2023-0154,CM_5,YES
C14-2023-0154,CM_6,NO
C14-2023-0154,CM_7,YES
C14-2023-0154,CM_8,YES
C14-2023-0154,CM_9,YES
C14-2023-0154,CM_10,YES
C14-2024-0019.SH,Mayor,YES
C14-2024-0019.SH,CM_1,YES
C14-2024-0019.SH,CM_2,YES
C14-2024-0019.SH,CM_3,YES
C14-2024-0019.SH,CM_4,YES
C14-2024-0019.SH,CM_5,YES
C14-2024-0019.SH,CM_6,YES
C14-2024-0019.SH,CM_7,YES
C14-2024-0019.SH,CM_8,YES
C14-2024-0019.SH,CM_9,YES
C14-2024-0019.SH,CM_10,YES
C14-2024-0051,Mayor,YES
C14-2024-0051,CM_1,YES
C14-2024-0051,CM_2,YES
C14-2024-0051,CM_3,YES
C14-2024-0051,CM_4,YES
C14-2024-0051,CM_5,YES
C14-2024-0051,CM_6,YES
C14-2024-0051,CM_7,YES
C14-2024-0051,CM_8,YES
C14-2024-0051,CM_9,YES
C14-2024-0051,CM_10,NO
C14-2024-0059,Mayor,YES
C14-2024-0059,CM_1,YES
C14-2024-0059,CM_2,YES
C14-2024-0059,CM_3,NO
C14-2024-0059,CM_4,YES
C14-2024-0059,CM_5,YES
C14-2024-0059,CM_6,YES
C14-2024-0059,CM_7,YES
C14-2024-0059,CM_8,YES
C14-2024-0059,CM_9,YES
C14-2024-0059,CM_10,YES
C14-2024-0070,Mayor,YES
C14-2024-0070,CM_1,YES
C14-2024-0070,CM_2,YES
C14-2024-0070,CM_3,YES
C14-2024-0070,CM_4,YES
C14-2024-0070,CM_5,YES
C14-2024-0070,CM_6,YES
C14-2024-0070,CM_7,YES
C14-2024-0070,CM_8,YES
C14-2024-0070,CM_9,YES
C14-2024-0070,CM_10,YES
C14-2024-0071,Mayor,YES
C14-2024-0071,CM_1,YES
C14-2024-0071,CM_2,YES
C14-2024-0071,CM_3,YES
C14-2024-0071,CM_4,YES
C14-2024-0071,CM_5,YES
C14-2024-0071,CM_6,YES
C14-2024-0071,CM_7,YES
C14-2024-0071,CM_8,YES
C14-2024-0071,CM_9,YES
C14-2024-0071,CM_10,YES
C14-2024-0080,Mayor,YES
C14-2024-0080,CM_1,YES
C14-2024-0080,CM_2,YES
C14-2024-0080,CM_3,YES
C14-2024-0080,CM_4,YES
C14-2024-0080,CM_5,YES
C14-2024-0080,CM_6,YES
C14-2024-0080,CM_7,YES
C14-2024-0080,CM_8,YES
C14-2024-0080,CM_9,YES
C14-2024-0080,CM_10,YES
C14-2024-0104,Mayor,NO
C14-2024-0104,CM_1,NO
C14-2024-0104,CM_2,YES
C14-2024-0104,CM_3,YES
C14-2024-0104,CM_4,YES
C14-2024-0104,CM_5,NO
C14-2024-0104,CM_6,YES
C14-2024-0104,CM_7,YES
C14-2024-0104,CM_8,YES
C14-2024-0104,CM_9,YES
C14-2024-0104,CM_10,YES
C14-2024-0109,Mayor,YES
C14-2024-0109,CM_1,YES
C14-2024-0109,CM_2,NO
C14-2024-0109,CM_3,YES
C14-2024-0109,CM_4,NO
C14-2024-0109,CM_5,YES
C14-2024-0109,CM_6,NO
C14-2024-0109,CM_7,YES
C14-2024-0109,CM_8,YES
C14-2024-0109,CM_9,YES
C14-2024-0109,CM_10,YES
C14-2024-0122,Mayor,YES
C14-2024-0122,CM_1,YES
C14-2024-0122,CM_2,YES
C14-2024-0122,CM_3,YES
C14-2024-0122,CM_4,YES
C14-2024-0122,CM_5,NO
C14-2024-0122,CM_6,YES
C14-2024-0122,CM_7,YES
C14-2024-0122,CM_8,YES
C14-2024-0122,CM_9,YES
C14-2024-0122,CM_10,YES
C14-2012-0020,Mayor,YES
C14-2012-0020,CM_1,YES
C14-2012-0020,CM_2,YES
C14-2012-0020,CM_3,YES
C14-2012-0020,CM_4,YES
C14-2012-0020,CM_5,YES
C14-2012-0020,CM_6,YES
C14-2012-0020,CM_7,YES
C14-2012-0020,CM_8,YES
C14-2012-0020,CM_9,YES
C14-2012-0020,CM_10,YES
C14-99-0069,Mayor,YES
C14-99-0069,CM_1,YES
C14-99-0069,CM_2,YES
C14-99-0069,CM_3,YES
C14-99-0069,CM_4,YES
C14-99-0069,CM_5,YES
C14-99-0069,CM_6,YES
C14-99-0069,CM_7,YES
C14-99-0069,CM_8,YES
C14-99-0069,CM_9,YES
C14-99-0069,CM_10,YES
C14-01-0038,Mayor,YES
C14-01-0038,CM_1,YES
C14-01-0038,CM_2,YES
C14-01-0038,CM_3,YES
C14-01-0038,CM_4,YES
C14-01-0038,CM_5,YES
C14-01-0038,CM_6,YES
C14-01-0038,CM_7,YES
C14-01-0038,CM_8,YES
C14-01-0038,CM_9,YES
C14-01-0038,CM_10,YES
C14-96-0003,Mayor,YES
C14-96-0003,CM_1,YES
C14-96-0003,CM_2,YES
C14-96-0003,CM_3,YES
C14-96-0003,CM_4,YES
C14-96-0003,CM_5,YES
C14-96-0003,CM_6,YES
C14-96-0003,CM_7,YES
C14-96-0003,CM_8,YES
C14-96-0003,CM_9,YES
C14-96-0003,CM_10,YES
